floor1,floor1_2,floor1_2_3,total,,,floor1,floor1_2,floor1_2_3
516,997,1632,2289,,,,,
557,1022,1599,2296,,,,,
559,1024,1567,2294,,,,,
580,1055,1647,2289,,,,,
545,1005,1600,2278,,,,,
556,1024,1602,2274,,,,,
587,1045,1596,2268,,,,,
524,979,1612,2294,,,,,
533,982,1555,2257,,,,,
544,990,1576,2238,,,,,
568,1041,1597,2224,,,,,
549,985,1604,2291,,,,,
562,1055,1576,2285,,,,,
558,995,1587,2249,,,,,
520,1032,1617,2289,,,,,
543,1024,1628,2285,,,,,
521,987,1534,2231,,,,,
558,998,1492,2228,,,,,
541,1016,1630,2292,,,,,
547,1011,1559,2291,,,,,
573,1069,1651,2298,,,,,
514,1026,1591,2263,,,,,
543,1046,1595,2282,,,,,
510,987,1569,2236,,,,,
532,1036,1641,2289,,,,,
601,1066,1603,2295,,,,,
529,1027,1577,2254,,,,,
567,1013,1591,2253,,,,,
575,1038,1566,2278,,,,,
581,1011,1603,2280,,,,,
580,1028,1611,2278,,,,,
549,1024,1640,2272,,,,,
545,1005,1558,2278,,,,,
514,987,1575,2284,,,,,
537,1000,1610,2262,,,,,
549,995,1587,2274,,,,,
552,1018,1574,2261,,,,,
518,982,1572,2262,,,,,
552,1008,1600,2298,,,,,
573,1002,1593,2250,,,,,
505,971,1613,2278,,,,,
584,1031,1631,2298,,,,,
540,982,1592,2294,,,,,
556,1025,1651,2283,,,,,
548,1026,1611,2283,,,,,
585,1023,1614,2296,,,,,
569,1033,1546,2298,,,,,
565,1040,1631,2278,,,,,
543,1038,1603,2275,,,,,
536,1042,1635,2287,,,,,
566,1017,1565,2292,,,,,
528,1000,1576,2248,,,,,
579,1059,1603,2283,,,,,
526,997,1622,2298,,,,,
559,1044,1652,2294,,,,,
555,1038,1624,2286,,,,,
566,1022,1620,2275,,,,,
540,1004,1548,2290,,,,,
560,1040,1582,2259,,,,,
542,965,1532,2262,,,,,
540,967,1573,2290,,,,,
529,982,1603,2277,,,,,
509,978,1538,2270,,,,,
514,973,1541,2278,,,,,
555,999,1549,2241,,,,,
522,990,1574,2256,,,,,
580,1026,1560,2297,,,,,
531,1011,1596,2258,,,,,
561,1049,1609,2291,,,,,
529,1014,1585,2297,,,,,
512,1014,1633,2265,,,,,
546,1042,1598,2300,,,,,
525,996,1596,2213,,,,,
545,1029,1582,2294,,,,,
556,1063,1599,2256,,,,,
549,999,1570,2247,,,,,
545,1042,1624,2291,,,,,
545,993,1579,2291,,,,,
529,1026,1579,2296,,,,,
531,1003,1617,2289,,,,,
507,971,1591,2288,,,,,
494,976,1547,2234,,,,,
542,1026,1567,2249,,,,,
546,1037,1619,2296,,,,,
545,1027,1610,2247,,,,,
537,1072,1626,2298,,,,,
527,1021,1609,2293,,,,,
555,982,1547,2254,,,,,
545,997,1581,2263,,,,,
544,1004,1530,2242,,,,,
544,1003,1584,2266,,,,,
531,984,1602,2294,,,,,
570,1075,1633,2300,,,,,
532,1033,1601,2298,,,,,
553,1043,1602,2279,,,,,
559,1031,1585,2292,,,,,
520,978,1615,2282,,,,,
547,1002,1566,2258,,,,,
510,981,1574,2256,,,,,
556,1024,1595,2262,,,,,
541,1023,1631,2273,,,,,
564,1021,1568,2295,,,,,
567,1057,1564,2296,,,,,
537,1012,1598,2290,,,,,
548,1024,1568,2270,,,,,
529,996,1574,2271,,,,,
506,946,1597,2254,,,,,
561,1038,1623,2275,,,,,
567,1029,1584,2281,,,,,
552,1021,1575,2247,,,,,
505,1021,1602,2274,,,,,
539,1026,1581,2300,,,,,
553,997,1582,2289,,,,,
564,1049,1577,2274,,,,,
553,1004,1557,2274,,,,,
557,1018,1582,2263,,,,,
559,1033,1589,2271,,,,,
546,1000,1563,2283,,,,,
543,1002,1573,2260,,,,,
544,1018,1570,2252,,,,,
525,1023,1611,2288,,,,,
568,1022,1594,2281,,,,,
550,1057,1595,2297,,,,,
514,1017,1599,2296,,,,,
517,982,1542,2289,,,,,
546,1023,1550,2268,,,,,
554,1001,1591,2258,,,,,
512,998,1568,2285,,,,,
523,993,1537,2299,,,,,
539,1009,1590,2287,,,,,
509,996,1578,2280,,,,,
544,999,1629,2261,,,,,
543,1029,1608,2290,,,,,
551,1035,1618,2285,,,,,
541,1007,1539,2226,,,,,
563,1031,1608,2291,,,,,
563,1023,1635,2287,,,,,
522,1026,1582,2284,,,,,
567,1026,1586,2293,,,,,
534,1037,1591,2298,,,,,
520,971,1595,2287,,,,,
551,1023,1593,2270,,,,,
583,1043,1560,2297,,,,,
572,1064,1605,2287,,,,,
547,1020,1572,2299,,,,,
563,1022,1569,2281,,,,,
516,985,1558,2285,,,,,
560,1009,1557,2270,,,,,
517,985,1589,2291,,,,,
571,1038,1546,2272,,,,,
594,1055,1611,2293,,,,,
548,1028,1622,2264,,,,,
578,1066,1616,2288,,,,,
534,976,1537,2264,,,,,
595,1065,1625,2282,,,,,
563,1040,1618,2265,,,,,
556,1027,1611,2296,,,,,
564,1051,1608,2275,,,,,
542,984,1568,2273,,,,,
561,1035,1588,2245,,,,,
577,1032,1563,2240,,,,,
579,1061,1590,2297,,,,,
580,1067,1617,2284,,,,,
584,1048,1602,2274,,,,,
550,1021,1624,2276,,,,,
540,1002,1588,2300,,,,,
520,1011,1530,2271,,,,,
604,1078,1602,2294,,,,,
583,1010,1642,2279,,,,,
563,1059,1658,2295,,,,,
540,975,1574,2276,,,,,
542,984,1592,2289,,,,,
517,1019,1552,2244,,,,,
529,996,1573,2255,,,,,
532,994,1622,2294,,,,,
541,968,1568,2285,,,,,
565,1080,1612,2284,,,,,
547,1005,1572,2280,,,,,
568,1037,1634,2286,,,,,
533,998,1574,2246,,,,,
542,1051,1637,2275,,,,,
529,974,1558,2275,,,,,
574,1048,1617,2284,,,,,
541,1024,1602,2294,,,,,
523,1012,1623,2300,,,,,
609,1069,1608,2285,,,,,
543,1006,1576,2283,,,,,
582,1038,1601,2288,,,,,
563,1000,1578,2285,,,,,
558,1044,1610,2277,,,,,
541,1044,1625,2282,,,,,
542,1058,1593,2300,,,,,
560,1037,1608,2290,,,,,
540,1004,1609,2286,,,,,
538,1019,1611,2283,,,,,
552,1041,1593,2285,,,,,
504,956,1502,2185,,,,,
558,1024,1568,2295,,,,,
589,1065,1633,2295,,,,,
564,1032,1635,2297,,,,,
562,1005,1606,2298,,,,,
558,1019,1603,2300,,,,,
518,991,1543,2280,,,,,
561,1040,1580,2237,,,,,
532,993,1552,2299,,,,,
582,1068,1642,2284,,,,,
553,980,1536,2273,,,,,
552,1057,1610,2292,,,,,
577,1029,1618,2300,,,,,
557,1045,1595,2247,,,,,
570,1044,1588,2295,,,,,
544,1021,1619,2248,,,,,
550,975,1579,2251,,,,,
556,1011,1580,2297,,,,,
546,1047,1615,2292,,,,,
546,1006,1603,2285,,,,,
536,984,1558,2295,,,,,
554,1035,1584,2268,,,,,
504,939,1576,2258,,,,,
538,984,1599,2296,,,,,
525,977,1606,2293,,,,,
553,1024,1602,2299,,,,,
529,1008,1585,2222,,,,,
553,1008,1650,2288,,,,,
565,1026,1594,2271,,,,,
535,993,1590,2277,,,,,
533,1044,1558,2289,,,,,
577,1072,1621,2288,,,,,
580,1079,1590,2267,,,,,
601,1065,1634,2296,,,,,
525,1022,1598,2290,,,,,
548,1007,1574,2261,,,,,
507,977,1520,2228,,,,,
522,996,1546,2248,,,,,
562,1029,1612,2299,,,,,
552,1037,1581,2298,,,,,
490,1012,1561,2218,,,,,
568,1039,1625,2292,,,,,
575,1027,1612,2299,,,,,
543,992,1586,2273,,,,,
514,1049,1605,2262,,,,,
545,1009,1605,2297,,,,,
599,1075,1621,2273,,,,,
591,1044,1595,2277,,,,,
555,1046,1588,2275,,,,,
514,984,1499,2236,,,,,
575,1061,1631,2298,,,,,
558,1057,1617,2249,,,,,
533,989,1625,2272,,,,,
536,996,1587,2294,,,,,
521,988,1536,2223,,,,,
518,937,1513,2275,,,,,
534,988,1595,2246,,,,,
550,1029,1571,2293,,,,,
602,1036,1626,2295,,,,,
552,993,1589,2256,,,,,
541,995,1522,2229,,,,,
544,1030,1583,2230,,,,,
529,1004,1612,2274,,,,,
548,1020,1593,2300,,,,,
551,987,1573,2270,,,,,
523,996,1598,2290,,,,,
514,992,1544,2261,,,,,
543,1031,1631,2288,,,,,
517,1001,1590,2297,,,,,
520,972,1524,2246,,,,,
563,1036,1554,2275,,,,,
553,1025,1663,2300,,,,,
530,999,1614,2290,,,,,
603,1096,1586,2298,,,,,
516,984,1537,2229,,,,,
545,1015,1630,2292,,,,,
540,1016,1593,2295,,,,,
582,1055,1597,2289,,,,,
569,1029,1602,2269,,,,,
543,991,1598,2300,,,,,
503,1005,1578,2265,,,,,
560,1039,1606,2283,,,,,
532,997,1607,2262,,,,,
557,1043,1583,2296,,,,,
592,1097,1609,2291,,,,,
560,1043,1603,2240,,,,,
553,1019,1606,2273,,,,,
553,1022,1584,2296,,,,,
561,1047,1607,2299,,,,,
563,1026,1581,2273,,,,,
594,1045,1579,2296,,,,,
552,1019,1578,2280,,,,,
550,1023,1591,2283,,,,,
528,987,1562,2269,,,,,
547,1007,1537,2249,,,,,
546,1065,1603,2290,,,,,
534,974,1569,2291,,,,,
564,1023,1599,2291,,,,,
518,975,1549,2225,,,,,
524,982,1597,2292,,,,,
593,1068,1608,2279,,,,,
533,1009,1592,2286,,,,,
580,1034,1618,2295,,,,,
522,980,1537,2269,,,,,
526,978,1567,2279,,,,,
525,997,1586,2223,,,,,
551,1015,1620,2294,,,,,
562,1038,1545,2292,,,,,
536,1000,1574,2286,,,,,
576,1055,1653,2290,,,,,
536,988,1514,2251,,,,,
577,1040,1615,2257,,,,,
575,1022,1619,2296,,,,,
533,1037,1581,2258,,,,,
553,1025,1575,2297,,,,,
550,1041,1565,2235,,,,,
510,980,1613,2275,,,,,
548,1026,1546,2263,,,,,
547,995,1602,2294,,,,,
566,1014,1580,2252,,,,,
551,1003,1630,2292,,,,,
588,1053,1620,2297,,,,,
512,988,1597,2259,,,,,
588,1065,1598,2300,,,,,
547,1046,1583,2290,,,,,
536,1016,1561,2283,,,,,
574,1051,1617,2264,,,,,
537,993,1575,2296,,,,,
538,1025,1636,2293,,,,,
548,1057,1595,2269,,,,,
613,1072,1603,2295,,,,,
536,999,1594,2279,,,,,
517,986,1571,2288,,,,,
528,990,1565,2263,,,,,
518,987,1556,2238,,,,,
543,1011,1573,2240,,,,,
557,1019,1617,2286,,,,,
527,999,1566,2228,,,,,
577,1025,1592,2289,,,,,
566,1021,1609,2266,,,,,
571,1011,1599,2266,,,,,
506,933,1538,2210,,,,,
576,1036,1575,2297,,,,,
582,1034,1621,2293,,,,,
538,992,1606,2298,,,,,
551,1002,1572,2279,,,,,
528,985,1504,2251,,,,,
529,1001,1557,2274,,,,,
528,981,1555,2277,,,,,
564,1022,1583,2260,,,,,
541,1028,1615,2292,,,,,
575,1009,1558,2295,,,,,
546,1024,1576,2288,,,,,
552,1015,1528,2240,,,,,
536,1002,1591,2298,,,,,
551,1013,1574,2286,,,,,
493,1014,1574,2296,,,,,
517,992,1542,2284,,,,,
559,1017,1567,2294,,,,,
603,1067,1636,2278,,,,,
522,998,1565,2297,,,,,
540,987,1599,2281,,,,,
531,1011,1630,2299,,,,,
515,990,1578,2255,,,,,
552,1015,1565,2232,,,,,
550,1047,1581,2293,,,,,
543,1032,1581,2263,,,,,
553,1060,1574,2293,,,,,
535,973,1590,2295,,,,,
588,1028,1596,2278,,,,,
571,1020,1620,2262,,,,,
557,1016,1561,2258,,,,,
575,1064,1610,2297,,,,,
554,1034,1639,2296,,,,,
542,1004,1577,2291,,,,,
545,1025,1630,2282,,,,,
548,1023,1605,2297,,,,,
533,998,1574,2296,,,,,
578,1022,1556,2258,,,,,
541,1038,1581,2258,,,,,
559,1010,1590,2252,,,,,
552,1002,1522,2279,,,,,
623,1080,1623,2280,,,,,
555,1009,1565,2287,,,,,
526,1014,1578,2270,,,,,
545,1048,1590,2292,,,,,
529,1051,1660,2297,,,,,
549,1037,1600,2257,,,,,
583,1090,1621,2293,,,,,
554,1028,1615,2267,,,,,
577,1063,1589,2281,,,,,
546,1043,1603,2285,,,,,
554,1043,1588,2200,,,,,
537,1002,1600,2292,,,,,
578,1028,1568,2290,,,,,
566,1021,1574,2297,,,,,
533,1005,1563,2270,,,,,
541,1025,1619,2296,,,,,
554,1022,1591,2278,,,,,
569,1035,1615,2252,,,,,
533,1016,1534,2246,,,,,
562,1013,1602,2292,,,,,
519,983,1580,2292,,,,,
565,1013,1619,2296,,,,,
524,1001,1600,2282,,,,,
548,1017,1626,2288,,,,,
535,1006,1650,2287,,,,,
549,1040,1613,2300,,,,,
533,985,1572,2214,,,,,
554,1021,1605,2297,,,,,
565,1029,1575,2277,,,,,
554,1013,1561,2298,,,,,
514,997,1607,2289,,,,,
545,1013,1600,2267,,,,,
527,1005,1561,2253,,,,,
555,1007,1543,2195,,,,,
530,1014,1544,2261,,,,,
540,1010,1625,2292,,,,,
586,1034,1638,2265,,,,,
552,1050,1643,2290,,,,,
556,1021,1606,2283,,,,,
568,1051,1630,2292,,,,,
607,1097,1653,2300,,,,,
568,1046,1610,2292,,,,,
525,999,1575,2257,,,,,
525,1007,1600,2277,,,,,
530,995,1562,2284,,,,,
567,1027,1557,2244,,,,,
561,1021,1617,2299,,,,,
528,1019,1630,2292,,,,,
534,1034,1608,2281,,,,,
580,1041,1598,2300,,,,,
551,1017,1603,2290,,,,,
568,1010,1550,2247,,,,,
542,1008,1577,2299,,,,,
590,1034,1599,2286,,,,,
530,1011,1572,2274,,,,,
559,1015,1592,2284,,,,,
551,1030,1593,2270,,,,,
564,1035,1577,2278,,,,,
570,1069,1592,2289,,,,,
553,1042,1606,2258,,,,,
573,1059,1616,2288,,,,,
561,1017,1598,2295,,,,,
559,1015,1606,2293,,,,,
538,1004,1580,2272,,,,,
545,1043,1631,2293,,,,,
573,1041,1602,2299,,,,,
546,1022,1604,2251,,,,,
561,1057,1600,2292,,,,,
567,1012,1554,2221,,,,,
541,992,1537,2244,,,,,
515,1041,1578,2295,,,,,
516,972,1554,2296,,,,,
565,1027,1603,2297,,,,,
559,1006,1562,2289,,,,,
584,1063,1617,2279,,,,,
506,977,1584,2286,,,,,
566,1053,1596,2263,,,,,
507,995,1555,2242,,,,,
560,1081,1635,2257,,,,,
532,1030,1560,2277,,,,,
537,992,1590,2297,,,,,
559,1048,1576,2268,,,,,
585,1038,1587,2299,,,,,
548,1014,1582,2284,,,,,
550,1015,1555,2267,,,,,
574,1019,1536,2273,,,,,
581,1013,1606,2258,,,,,
552,1009,1567,2254,,,,,
550,997,1592,2289,,,,,
488,945,1548,2300,,,,,
505,978,1545,2267,,,,,
572,1036,1568,2285,,,,,
531,993,1574,2276,,,,,
529,1045,1653,2292,,,,,
558,1038,1596,2261,,,,,
529,1022,1600,2297,,,,,
511,990,1609,2276,,,,,
557,1023,1599,2244,,,,,
549,1059,1650,2300,,,,,
558,1045,1613,2285,,,,,
505,998,1608,2285,,,,,
566,1053,1633,2300,,,,,
569,1026,1569,2261,,,,,
556,1046,1622,2294,,,,,
522,974,1561,2243,,,,,
558,1041,1532,2219,,,,,
528,993,1620,2262,,,,,
588,1010,1600,2252,,,,,
536,1023,1587,2299,,,,,
521,985,1579,2291,,,,,
533,1002,1572,2289,,,,,
570,1058,1627,2299,,,,,
627,1098,1589,2231,,,,,
553,1020,1597,2274,,,,,
518,1015,1578,2300,,,,,
519,988,1636,2283,,,,,
557,1048,1602,2294,,,,,
538,993,1603,2300,,,,,
549,1031,1600,2282,,,,,
523,1026,1563,2265,,,,,
573,1095,1643,2280,,,,,
551,1045,1586,2293,,,,,
552,998,1576,2248,,,,,
545,988,1547,2273,,,,,
556,1055,1586,2293,,,,,
551,985,1629,2291,,,,,
511,983,1591,2278,,,,,
538,1027,1613,2298,,,,,
551,1016,1596,2300,,,,,
543,986,1582,2229,,,,,
532,989,1602,2276,,,,,
540,995,1547,2207,,,,,
554,1040,1608,2300,,,,,
560,1058,1606,2283,,,,,
510,972,1527,2299,,,,,
591,1020,1558,2270,,,,,
529,1005,1566,2283,,,,,
526,997,1563,2245,,,,,
584,1069,1624,2293,,,,,
533,1017,1584,2271,,,,,
571,994,1586,2288,,,,,
505,949,1572,2269,,,,,
569,1039,1580,2297,,,,,
545,1058,1604,2291,,,,,
583,1044,1613,2300,,,,,
559,1021,1603,2260,,,,,
570,1041,1614,2298,,,,,
504,937,1544,2251,,,,,
552,992,1551,2273,,,,,
562,1048,1602,2289,,,,,
555,1027,1581,2283,,,,,
541,1007,1546,2273,,,,,
541,1016,1578,2263,,,,,
585,1068,1657,2280,,,,,
535,995,1579,2271,,,,,
524,1005,1549,2246,,,,,
550,1056,1622,2284,,,,,
558,992,1563,2295,,,,,
565,1013,1584,2296,,,,,
585,1054,1627,2294,,,,,
556,1066,1644,2281,,,,,
522,1032,1593,2280,,,,,
542,1024,1579,2296,,,,,
506,985,1585,2281,,,,,
539,1024,1647,2294,,,,,
549,1017,1530,2287,,,,,
564,1064,1627,2299,,,,,
543,1023,1597,2244,,,,,
554,1046,1587,2264,,,,,
585,1033,1560,2227,,,,,
537,1016,1552,2279,,,,,
527,975,1637,2289,,,,,
537,1001,1618,2300,,,,,
506,977,1515,2217,,,,,
554,1010,1556,2273,,,,,
592,1099,1643,2300,,,,,
551,995,1587,2294,,,,,
536,1014,1582,2280,,,,,
549,1022,1590,2227,,,,,
538,995,1632,2279,,,,,
555,1003,1583,2285,,,,,
529,985,1552,2267,,,,,
532,1012,1579,2275,,,,,
543,1016,1549,2291,,,,,
551,995,1609,2271,,,,,
573,1045,1612,2279,,,,,
550,1020,1597,2293,,,,,
570,994,1597,2279,,,,,
583,1055,1563,2290,,,,,
562,1032,1603,2300,,,,,
524,975,1528,2259,,,,,
558,1037,1615,2287,,,,,
554,1001,1548,2300,,,,,
521,971,1588,2300,,,,,
544,1050,1610,2277,,,,,
592,1056,1632,2269,,,,,
534,1010,1615,2292,,,,,
513,992,1565,2242,,,,,
631,1102,1648,2280,,,,,
509,1017,1629,2266,,,,,
517,953,1562,2289,,,,,
536,1016,1597,2299,,,,,
567,1003,1654,2276,,,,,
548,997,1583,2275,,,,,
586,1052,1587,2289,,,,,
541,999,1529,2271,,,,,
504,971,1604,2286,,,,,
557,1053,1624,2272,,,,,
562,1028,1613,2296,,,,,
537,1031,1607,2289,,,,,
507,976,1570,2292,,,,,
538,1004,1623,2275,,,,,
549,1002,1582,2299,,,,,
541,969,1520,2297,,,,,
537,992,1551,2298,,,,,
533,1009,1598,2290,,,,,
551,1013,1603,2290,,,,,
539,1048,1618,2300,,,,,
546,1001,1619,2286,,,,,
536,1009,1579,2291,,,,,
552,1074,1629,2271,,,,,
544,1009,1585,2297,,,,,
565,1020,1615,2272,,,,,
534,1040,1616,2298,,,,,
543,1013,1620,2267,,,,,
541,999,1590,2292,,,,,
508,1000,1532,2249,,,,,
576,1065,1593,2275,,,,,
545,1058,1610,2292,,,,,
599,1092,1606,2293,,,,,
565,1052,1578,2295,,,,,
523,1000,1614,2296,,,,,
543,1040,1617,2289,,,,,
570,1069,1606,2298,,,,,
586,1045,1611,2298,,,,,
555,1029,1565,2232,,,,,
497,964,1561,2243,,,,,
535,1019,1595,2262,,,,,
547,1010,1595,2297,,,,,
572,1031,1609,2291,,,,,
523,979,1521,2243,,,,,
581,1060,1615,2292,,,,,
520,1013,1577,2254,,,,,
586,1054,1640,2292,,,,,
565,1038,1616,2298,,,,,
525,1011,1573,2260,,,,,
562,994,1560,2259,,,,,
545,1023,1636,2288,,,,,
524,1014,1549,2281,,,,,
562,1007,1566,2218,,,,,
514,1008,1557,2224,,,,,
551,1028,1580,2274,,,,,
522,947,1543,2290,,,,,
544,991,1555,2262,,,,,
513,965,1514,2231,,,,,
553,1031,1605,2282,,,,,
608,1050,1601,2283,,,,,
583,1030,1630,2297,,,,,
563,1035,1554,2296,,,,,
530,992,1588,2285,,,,,
564,1028,1533,2255,,,,,
541,1048,1556,2270,,,,,
528,962,1548,2275,,,,,
511,986,1593,2295,,,,,
540,1018,1570,2292,,,,,
513,952,1544,2296,,,,,
519,1002,1575,2242,,,,,
555,1004,1644,2286,,,,,
545,1045,1645,2297,,,,,
536,1018,1662,2274,,,,,
560,1039,1593,2270,,,,,
561,999,1544,2266,,,,,
564,1027,1559,2286,,,,,
509,943,1559,2271,,,,,
490,954,1560,2267,,,,,
592,1033,1584,2296,,,,,
578,1009,1537,2203,,,,,
543,1010,1575,2292,,,,,
520,1027,1601,2268,,,,,
562,997,1543,2255,,,,,
545,1008,1522,2279,,,,,
550,1017,1592,2299,,,,,
556,1016,1618,2280,,,,,
536,995,1563,2235,,,,,
588,1030,1606,2263,,,,,
536,1014,1628,2300,,,,,
544,1005,1579,2231,,,,,
563,1016,1572,2206,,,,,
535,1001,1578,2250,,,,,
555,1041,1572,2231,,,,,
522,984,1526,2263,,,,,
598,1048,1599,2271,,,,,
559,1034,1628,2285,,,,,
555,1048,1609,2281,,,,,
558,1021,1569,2261,,,,,
565,1018,1605,2287,,,,,
550,1038,1601,2283,,,,,
535,989,1570,2272,,,,,
541,943,1556,2233,,,,,
516,1007,1621,2288,,,,,
566,1028,1569,2261,,,,,
548,1023,1619,2296,,,,,
525,1007,1603,2280,,,,,
571,1087,1612,2289,,,,,
567,1018,1582,2264,,,,,
567,1011,1613,2290,,,,,
562,1025,1582,2289,,,,,
524,991,1546,2273,,,,,
537,996,1531,2298,,,,,
544,997,1554,2226,,,,,
581,1026,1605,2237,,,,,
550,1017,1562,2279,,,,,
545,1029,1589,2231,,,,,
560,1072,1641,2273,,,,,
563,1018,1627,2254,,,,,
539,1041,1623,2295,,,,,
500,963,1559,2236,,,,,
576,1060,1625,2272,,,,,
543,1023,1593,2280,,,,,
544,1003,1597,2279,,,,,
538,1061,1630,2297,,,,,
525,1000,1568,2255,,,,,
531,1025,1534,2241,,,,,
541,1029,1623,2295,,,,,
544,1016,1624,2283,,,,,
543,1013,1599,2291,,,,,
567,1027,1620,2297,,,,,
586,1015,1614,2296,,,,,
563,1032,1636,2298,,,,,
551,1017,1540,2272,,,,,
577,1052,1647,2300,,,,,
529,1030,1624,2261,,,,,
562,1021,1597,2285,,,,,
608,1066,1608,2295,,,,,
540,960,1523,2286,,,,,
550,1024,1594,2291,,,,,
524,991,1620,2272,,,,,
581,1025,1606,2268,,,,,
564,1031,1604,2296,,,,,
503,981,1562,2284,,,,,
514,973,1587,2284,,,,,
553,1032,1608,2255,,,,,
565,1002,1609,2261,,,,,
584,1039,1581,2298,,,,,
541,1061,1623,2256,,,,,
542,1018,1575,2267,,,,,
503,969,1535,2232,,,,,
541,989,1628,2300,,,,,
586,1037,1587,2279,,,,,
505,985,1548,2280,,,,,
570,1037,1591,2298,,,,,
544,985,1538,2265,,,,,
536,975,1560,2247,,,,,
521,957,1605,2277,,,,,
564,1042,1605,2287,,,,,
521,968,1585,2252,,,,,
580,1061,1615,2277,,,,,
547,1030,1615,2297,,,,,
545,1014,1543,2255,,,,,
552,1066,1625,2277,,,,,
534,1010,1597,2284,,,,,
560,1020,1602,2269,,,,,
546,1022,1582,2282,,,,,
578,1043,1629,2296,,,,,
556,1025,1573,2260,,,,,
530,986,1585,2292,,,,,
556,1010,1604,2263,,,,,
548,1018,1574,2246,,,,,
527,955,1505,2227,,,,,
578,1042,1609,2261,,,,,
558,1031,1585,2298,,,,,
539,1028,1598,2295,,,,,
560,999,1587,2259,,,,,
527,990,1554,2241,,,,,
531,990,1596,2288,,,,,
526,1021,1587,2269,,,,,
567,1052,1613,2255,,,,,
499,971,1583,2260,,,,,
541,1052,1597,2271,,,,,
544,1007,1573,2285,,,,,
541,976,1597,2299,,,,,
550,1042,1603,2300,,,,,
562,1049,1581,2271,,,,,
536,990,1570,2257,,,,,
568,1027,1593,2245,,,,,
522,1018,1591,2289,,,,,
505,945,1571,2293,,,,,
496,1001,1636,2263,,,,,
563,1042,1602,2284,,,,,
564,1046,1616,2298,,,,,
597,1077,1604,2286,,,,,
558,1029,1570,2267,,,,,
539,1038,1582,2284,,,,,
540,1017,1610,2292,,,,,
557,1009,1602,2274,,,,,
532,981,1600,2272,,,,,
549,1000,1623,2280,,,,,
535,1010,1627,2299,,,,,
542,1016,1631,2268,,,,,
565,1052,1594,2291,,,,,
556,1017,1596,2273,,,,,
524,982,1599,2271,,,,,
604,1049,1598,2300,,,,,
568,1042,1579,2236,,,,,
512,996,1656,2293,,,,,
558,1013,1576,2278,,,,,
496,990,1582,2294,,,,,
509,984,1579,2281,,,,,
593,1058,1611,2268,,,,,
551,1053,1589,2286,,,,,
544,1025,1603,2295,,,,,
533,1039,1639,2281,,,,,
515,984,1590,2292,,,,,
563,1028,1610,2287,,,,,
569,1014,1610,2277,,,,,
543,995,1546,2278,,,,,
566,1037,1587,2289,,,,,
572,1029,1602,2284,,,,,
541,1006,1560,2273,,,,,
533,999,1635,2272,,,,,
534,997,1526,2253,,,,,
540,1018,1614,2276,,,,,
538,1000,1590,2277,,,,,
524,987,1574,2286,,,,,
535,1033,1625,2292,,,,,
557,1046,1631,2298,,,,,
535,978,1539,2296,,,,,
532,1027,1622,2295,,,,,
543,1022,1579,2266,,,,,
560,1060,1607,2299,,,,,
539,1003,1541,2243,,,,,
582,1029,1633,2285,,,,,
563,987,1557,2254,,,,,
552,1047,1612,2299,,,,,
541,1047,1599,2296,,,,,
533,1007,1621,2278,,,,,
530,996,1571,2243,,,,,
568,1077,1586,2298,,,,,
543,1019,1549,2281,,,,,
542,999,1610,2287,,,,,
558,1039,1615,2242,,,,,
536,1019,1580,2242,,,,,
537,1012,1566,2288,,,,,
545,1054,1617,2279,,,,,
586,1035,1604,2281,,,,,
558,1023,1577,2264,,,,,
569,1016,1596,2268,,,,,
531,980,1540,2277,,,,,
559,1038,1609,2293,,,,,
531,1034,1627,2284,,,,,
510,991,1596,2288,,,,,
563,1026,1597,2294,,,,,
523,1020,1612,2289,,,,,
553,992,1572,2284,,,,,
524,991,1577,2279,,,,,
553,1021,1571,2293,,,,,
587,1065,1631,2285,,,,,
524,975,1578,2295,,,,,
513,1002,1539,2266,,,,,
513,1018,1575,2237,,,,,
508,1003,1624,2266,,,,,
550,1060,1614,2259,,,,,
528,1016,1593,2280,,,,,
599,1056,1628,2297,,,,,
552,1018,1600,2297,,,,,
508,987,1583,2275,,,,,
531,1003,1588,2265,,,,,
525,1003,1581,2273,,,,,
551,1040,1591,2278,,,,,
564,1055,1617,2294,,,,,
564,1062,1618,2275,,,,,
549,991,1604,2266,,,,,
592,1043,1594,2286,,,,,
