time,probability
1268,0.036456637893606626
1269,0.0379999045362687
1270,0.03959397670945989
1271,0.04123986701645993
1272,0.04293858582888829
1273,0.044691132922913254
1274,0.04649849945744893
1275,0.04836166477694992
1276,0.05028159602454126
1277,0.052259252547695964
1278,0.054295577168286355
1279,0.056391497217150824
1280,0.058547921661033904
1281,0.060765740519281575
1282,0.0630458300748898
1283,0.06538904400863414
1284,0.06779621344538382
1285,0.0702681444955853
1286,0.0728056174696529
1287,0.07540939284217735
1288,0.07808020250936908
1289,0.08081874884681862
1290,0.08362570274381714
1291,0.08650170261383684
1292,0.08944736102149425
1293,0.09246325633583473
1294,0.09554993085534054
1295,0.09870788939133658
1296,0.10193759807570915
1297,0.1052394915244936
1298,0.10861396516586448
1299,0.11206137253379161
1300,0.11558202443498841
1301,0.11917618755716608
1302,0.12284409201506367
1303,0.12658592461451013
1304,0.1304018254689262
1305,0.13429188775212894
1306,0.1382561561189221
1307,0.14229463445134527
1308,0.14640728029505454
1309,0.15059400098504225
1310,0.1548546539760021
1311,0.1591890450684071
1312,0.16359693617424872
1313,0.16807804111208538
1314,0.17263202146860682
1315,0.17725848744970762
1316,0.1819569959217331
1317,0.186727058016664
1318,0.19156813642141995
1319,0.19647964118820407
1320,0.20146093105263113
1321,0.20651131130799644
1322,0.21163004105402708
1323,0.21681633205714562
1324,0.22206934473661805
1325,0.22738818989218357
1326,0.2327719264074534
1327,0.23821956795561378
1328,0.2437300834521658
1329,0.2493023934405924
1330,0.2549353721501601
1331,0.2606278450050883
1332,0.266378594648863
1333,0.2721863629482276
1334,0.27804984797236265
1335,0.28396770626223383
1336,0.2899385501920277
1337,0.29596095314786397
1338,0.30203345299501594
1339,0.30815454978779394
1340,0.3143227082258305
1341,0.3205363547882977
1342,0.32679388198607784
1343,0.3330936531441198
1344,0.33943400101766535
1345,0.34581323026975197
1346,0.3522296143951197
1347,0.3586813990073307
1348,0.36516680772409843
1349,0.37168404174874053
1350,0.37823128228654707
1351,0.3848066872939196
1352,0.3914083937021998
1353,0.3980345242726012
1354,0.4046831880700783
1355,0.41135248284901643
1356,0.41804049157208395
1357,0.4247452836207227
1358,0.4314649222194688
1359,0.43819746600367177
1360,0.44494097119019543
1361,0.4516934879135729
1362,0.45845306034348055
1363,0.46521773458796734
