floor1,prob_reach_floor1,prob_complete_after_floor1,floor1_2,prob_reach_floor1_2,prob_complete_after_floor1_2,floor1_2_3,prob_reach_floor1_2_3,prob_complete_after_floor1_2_3,total,,,floor1,floor1_2,floor1_2_3
510,0.00442,0.125090875668474,980,0.00587,0.201460931052631,1536,0.00117,0.72714,2298,,,,,
504,0.00168,0.146401305689581,967,0.00174,0.272186362948228,1529,0.00064,0.76786,2216,,,,,
525,0.02404,0.0811894600154765,993,0.01686,0.142294634451345,1585,0.01732,0.26134,2287,,,,,
523,0.01974,0.0862915094774789,977,0.00455,0.216816332057146,1559,0.00431,0.50272,2256,,,,,
521,0.0161,0.0916192212193727,1005,0.03643,0.0987078893913366,1581,0.01451,0.30552,2293,,,,,
532,0.04445,0.0650518092384121,999,0.02487,0.119176187557166,1596,0.02858,0.18432,2289,,,,,
532,0.04445,0.0650518092384121,1006,0.03861,0.0955499308553405,1584,0.01658,0.26259,2298,,,,,
533,0.04794,0.0629574035406007,1015,0.06456,0.0702681444955853,1596,0.02858,0.18432,2248,,,,,
520,0.01473,0.0943687944150022,986,0.00988,0.172632021468607,1541,0.00157,0.68676,2293,,,,,
522,0.01782,0.0889269333334436,1011,0.05157,0.0808187488468186,1597,0.02996,0.18339,2269,,,,,
534,0.05189,0.0609139459038858,1009,0.04574,0.0865017026138368,1583,0.01589,0.30283,2260,,,,,
532,0.04445,0.0650518092384121,989,0.01249,0.159189045068407,1539,0.0014,0.68915,2276,,,,,
530,0.0376,0.0693959347613141,989,0.01249,0.159189045068407,1615,0.05993,0.07469,2286,,,,,
510,0.00442,0.125090875668474,987,0.01072,0.168078041112085,1523,0.00038,0.82997,2250,,,,,
521,0.0161,0.0916192212193727,987,0.01072,0.168078041112085,1576,0.01156,0.35135,2283,,,,,
503,0.00149,0.15016478838205,980,0.00587,0.201460931052631,1526,0.00051,0.80044,2268,,,,,
504,0.00168,0.146401305689581,998,0.02347,0.122844092015064,1565,0.00638,0.45153,2277,,,,,
