floor1,prob_reach_floor1,prob_complete_after_floor1,floor1_2,prob_reach_floor1_2,prob_complete_after_floor1_2,floor1_2_3,prob_reach_floor1_2_3,prob_complete_after_floor1_2_3,total
532,0.044502,0.06505180923841214,967,0.001722,0.2721863629482276,1547,0.002073,0.64148,2268
515,0.008088,0.10898906461665049,977,0.004388,0.21681633205714562,1535,0.000895,0.72837,2262
528,0.031587,0.07395111427328879,982,0.00671,0.19156813642141995,1613,0.055648,0.09458,2275
527,0.028861,0.07630927785866647,988,0.010923,0.16359693617424872,1595,0.026909,0.18542,2292
530,0.037632,0.06939593476131409,964,0.001244,0.2899385501920277,1523,0.000381,0.82997,2265
522,0.017592,0.08892693333344363,1008,0.042959,0.08944736102149425,1572,0.008891,0.39839,2249
529,0.034503,0.07164685292425027,947,0.000198,0.3980345242726012,1559,0.004308,0.50272,2281
491,0.000191,0.19998290530061782,966,0.001548,0.27804984797236265,1563,0.005377,0.49641,2252
513,0.006334,0.11525026582437176,971,0.002533,0.2493023934405924,1577,0.011537,0.34986,2279
530,0.037632,0.06939593476131409,1016,0.067128,0.06779621344538382,1583,0.015542,0.30283,2295
509,0.00377,0.1284914524482879,1005,0.03579,0.09870788939133658,1591,0.022435,0.22018,2258
514,0.007146,0.11208988336077409,980,0.005703,0.20146093105263113,1567,0.006766,0.44869,2299
534,0.052241,0.0609139459038858,1005,0.03579,0.09870788939133658,1584,0.016284,0.26259,2291
526,0.026259,0.07872188529824783,1000,0.026039,0.11558202443498841,1597,0.029314,0.18339,2229
530,0.037632,0.06939593476131409,997,0.02129,0.12658592461451013,1596,0.028082,0.18432,2273
532,0.044502,0.06505180923841214,999,0.024403,0.11917618755716608,1578,0.012181,0.34839,2300
517,0.010187,0.10296509556568055,996,0.019844,0.1304018254689262,1585,0.01703,0.26134,2287
515,0.008088,0.10898906461665049,999,0.024403,0.11917618755716608,1589,0.020539,0.22261,2291
515,0.008088,0.10898906461665049,958,0.000679,0.32679388198607784,1536,0.000971,0.72714,2283
527,0.028861,0.07630927785866647,985,0.008669,0.17725848744970762,1606,0.042451,0.12152,2293
522,0.017592,0.08892693333344363,1015,0.063715,0.0702681444955853,1572,0.008891,0.39839,2259
518,0.011439,0.10004136818048001,977,0.004388,0.21681633205714562,1548,0.002223,0.63986,2255
528,0.031587,0.07395111427328879,982,0.00671,0.19156813642141995,1588,0.019605,0.25758,2250
509,0.00377,0.1284914524482879,960,0.000843,0.3143227082258305,1539,0.00118,0.68915,2256
517,0.010187,0.10296509556568055,999,0.024403,0.11917618755716608,1589,0.020539,0.22261,2256
517,0.010187,0.10296509556568055,997,0.02129,0.12658592461451013,1578,0.012181,0.34839,2270
531,0.041003,0.06719778406910008,1011,0.051058,0.08081874884681862,1571,0.008412,0.40015,2258
533,0.048258,0.06295740354060068,971,0.002533,0.2493023934405924,1562,0.005052,0.49791,2269
511,0.004881,0.12175058188744681,983,0.007318,0.186727058016664,1597,0.029314,0.18339,2264
527,0.028861,0.07630927785866647,987,0.010134,0.16807804111208538,1559,0.004308,0.50272,2231
535,0.056514,0.0589208016905911,964,0.001244,0.2899385501920277,1606,0.042451,0.12152,2298
535,0.056514,0.0589208016905911,1016,0.067128,0.06779621344538382,1583,0.015542,0.30283,2270
527,0.028861,0.07630927785866647,988,0.010923,0.16359693617424872,1538,0.001101,0.72452,2289
508,0.003275,0.1319524201119132,978,0.004839,0.21163004105402708,1539,0.00118,0.68915,2199
502,0.001373,0.15398866884503148,994,0.017146,0.1382561561189221,1609,0.04783,0.09745,2286
492,0.000231,0.1955090947935819,974,0.003392,0.2327719264074534,1577,0.011537,0.34986,2279
518,0.011439,0.10004136818048001,1000,0.026039,0.11558202443498841,1595,0.026909,0.18542,2262
506,0.002501,0.13905581029067357,984,0.007966,0.1819569959217331,1570,0.008002,0.40158,2222
531,0.041003,0.06719778406910008,1001,0.027857,0.11206137253379161,1554,0.00322,0.55197,2256
511,0.004881,0.12175058188744681,972,0.002811,0.2437300834521658,1550,0.002533,0.59829,2252
531,0.041003,0.06719778406910008,1002,0.029719,0.10861396516586448,1596,0.028082,0.18432,2293
526,0.026259,0.07872188529824783,999,0.024403,0.11917618755716608,1576,0.010979,0.35135,2243
524,0.02167,0.08371250648363103,982,0.00671,0.19156813642141995,1572,0.008891,0.39839,2269
502,0.001373,0.15398866884503148,982,0.00671,0.19156813642141995,1523,0.000381,0.82997,2230
524,0.02167,0.08371250648363103,1008,0.042959,0.08944736102149425,1605,0.040808,0.12226,2276
519,0.01275,0.09717605160425771,977,0.004388,0.21681633205714562,1595,0.026909,0.18542,2292
501,0.001176,0.157872837837039,1011,0.051058,0.08081874884681862,1597,0.029314,0.18339,2299
533,0.048258,0.06295740354060068,996,0.019844,0.1304018254689262,1564,0.005697,0.45301,2258
499,0.000833,0.16582144211067898,974,0.003392,0.2327719264074534,1563,0.005377,0.49641,2255
515,0.008088,0.10898906461665049,957,0.000615,0.3330936531441198,1548,0.002223,0.63986,2250
528,0.031587,0.07395111427328879,991,0.013703,0.15059400098504225,1542,0.001472,0.68557,2229
513,0.006334,0.11525026582437176,986,0.009392,0.17263202146860682,1595,0.026909,0.18542,2282
524,0.02167,0.08371250648363103,1008,0.042959,0.08944736102149425,1604,0.039127,0.12314,2266
522,0.017592,0.08892693333344363,1005,0.03579,0.09870788939133658,1604,0.039127,0.12314,2290
509,0.00377,0.1284914524482879,982,0.00671,0.19156813642141995,1601,0.034595,0.15017,2278
524,0.02167,0.08371250648363103,994,0.017146,0.1382561561189221,1595,0.026909,0.18542,2277
526,0.026259,0.07872188529824783,995,0.018428,0.13429188775212894,1597,0.029314,0.18339,2274
500,0.000991,0.16181715370253355,968,0.00189,0.266378594648863,1566,0.006415,0.4501,2278
518,0.011439,0.10004136818048001,997,0.02129,0.12658592461451013,1581,0.014124,0.30552,2293
520,0.014267,0.09436879441500223,984,0.007966,0.1819569959217331,1587,0.01874,0.25879,2259
528,0.031587,0.07395111427328879,989,0.011784,0.1591890450684071,1570,0.008002,0.40158,2262
517,0.010187,0.10296509556568055,976,0.004013,0.22206934473661805,1566,0.006415,0.4501,2253
532,0.044502,0.06505180923841214,995,0.018428,0.13429188775212894,1538,0.001101,0.72452,2287
521,0.015881,0.09161922121937276,976,0.004013,0.22206934473661805,1535,0.000895,0.72837,2222
535,0.056514,0.0589208016905911,1009,0.045482,0.08650170261383684,1616,0.062132,0.07412,2283
510,0.004268,0.1250908756684736,960,0.000843,0.3143227082258305,1494,3.6e-05,0.93819,2261
535,0.056514,0.0589208016905911,1013,0.05705,0.07540939284217735,1579,0.012812,0.30817,2296
529,0.034503,0.07164685292425027,1011,0.051058,0.08081874884681862,1560,0.004523,0.50116,2281
523,0.019568,0.08629150947747893,1007,0.040545,0.09246325633583473,1538,0.001101,0.72452,2300
530,0.037632,0.06939593476131409,973,0.003098,0.23821956795561378,1594,0.02572,0.18643,2236
532,0.044502,0.06505180923841214,987,0.010134,0.16807804111208538,1609,0.04783,0.09745,2286
523,0.019568,0.08629150947747893,998,0.02282,0.12284409201506367,1590,0.021501,0.22131,2289
532,0.044502,0.06505180923841214,1015,0.063715,0.0702681444955853,1541,0.001371,0.68676,2298
529,0.034503,0.07164685292425027,967,0.001722,0.2721863629482276,1563,0.005377,0.49641,2284
524,0.02167,0.08371250648363103,985,0.008669,0.17725848744970762,1560,0.004523,0.50116,2241
524,0.02167,0.08371250648363103,978,0.004839,0.21163004105402708,1585,0.01703,0.26134,2277
516,0.009099,0.10594756054488935,965,0.001382,0.28396770626223383,1532,0.000712,0.76421,2264
508,0.003275,0.1319524201119132,999,0.024403,0.11917618755716608,1601,0.034595,0.15017,2263
517,0.010187,0.10296509556568055,970,0.002319,0.2549353721501601,1588,0.019605,0.25758,2295
524,0.02167,0.08371250648363103,982,0.00671,0.19156813642141995,1556,0.003609,0.54886,2218
524,0.02167,0.08371250648363103,977,0.004388,0.21681633205714562,1553,0.003059,0.59378,2212
521,0.015881,0.09161922121937276,964,0.001244,0.2899385501920277,1564,0.005697,0.45301,2296
531,0.041003,0.06719778406910008,983,0.007318,0.186727058016664,1593,0.0246,0.21777,2290
522,0.017592,0.08892693333344363,928,1.7e-05,0.5260096013496532,1574,0.009869,0.35407,2291
535,0.056514,0.0589208016905911,1001,0.027857,0.11206137253379161,1540,0.001266,0.68798,2223
525,0.02388,0.0811894600154765,976,0.004013,0.22206934473661805,1587,0.01874,0.25879,2262
519,0.01275,0.09717605160425771,987,0.010134,0.16807804111208538,1588,0.019605,0.25758,2260
524,0.02167,0.08371250648363103,993,0.015952,0.14229463445134527,1565,0.006049,0.45153,2277
523,0.019568,0.08629150947747893,970,0.002319,0.2549353721501601,1534,0.000821,0.72949,2249
507,0.002863,0.13547385676804075,981,0.006171,0.19647964118820407,1560,0.004523,0.50116,2277
527,0.028861,0.07630927785866647,992,0.014832,0.14640728029505454,1601,0.034595,0.15017,2298
508,0.003275,0.1319524201119132,975,0.00369,0.22738818989218357,1548,0.002223,0.63986,2300
525,0.02388,0.0811894600154765,992,0.014832,0.14640728029505454,1578,0.012181,0.34839,2255
505,0.002143,0.14269829788659802,945,0.000163,0.41135248284901643,1518,0.000247,0.85731,2180
518,0.011439,0.10004136818048001,981,0.006171,0.19647964118820407,1602,0.036068,0.14929,2294
504,0.001879,0.1464013056895814,1016,0.067128,0.06779621344538382,1611,0.051602,0.09602,2293
528,0.031587,0.07395111427328879,980,0.005703,0.20146093105263113,1612,0.053611,0.09518,2264
526,0.026259,0.07872188529824783,1004,0.033659,0.10193759807570915,1605,0.040808,0.12226,2267
535,0.056514,0.0589208016905911,985,0.008669,0.17725848744970762,1549,0.002376,0.59962,2251
510,0.004268,0.1250908756684736,963,0.001144,0.29596095314786397,1551,0.002709,0.5966,2238
531,0.041003,0.06719778406910008,1000,0.026039,0.11558202443498841,1579,0.012812,0.30817,2297
507,0.002863,0.13547385676804075,987,0.010134,0.16807804111208538,1553,0.003059,0.59378,2285
524,0.02167,0.08371250648363103,974,0.003392,0.2327719264074534,1593,0.0246,0.21777,2255
529,0.034503,0.07164685292425027,967,0.001722,0.2721863629482276,1496,4.1e-05,0.93734,2273
509,0.00377,0.1284914524482879,960,0.000843,0.3143227082258305,1550,0.002533,0.59829,2282
513,0.006334,0.11525026582437176,984,0.007966,0.1819569959217331,1567,0.006766,0.44869,2262
529,0.034503,0.07164685292425027,959,0.000756,0.3205363547882977,1528,0.00054,0.79821,2255
526,0.026259,0.07872188529824783,988,0.010923,0.16359693617424872,1541,0.001371,0.68676,2292
513,0.006334,0.11525026582437176,996,0.019844,0.1304018254689262,1579,0.012812,0.30817,2284
527,0.028861,0.07630927785866647,996,0.019844,0.1304018254689262,1598,0.030566,0.18239,2300
532,0.044502,0.06505180923841214,1003,0.031643,0.1052394915244936,1577,0.011537,0.34986,2294
504,0.001879,0.1464013056895814,1005,0.03579,0.09870788939133658,1560,0.004523,0.50116,2262
532,0.044502,0.06505180923841214,971,0.002533,0.2493023934405924,1570,0.008002,0.40158,2222
524,0.02167,0.08371250648363103,1014,0.06028,0.0728056174696529,1599,0.0319,0.15219,2271
528,0.031587,0.07395111427328879,981,0.006171,0.19647964118820407,1570,0.008002,0.40158,2242
528,0.031587,0.07395111427328879,998,0.02282,0.12284409201506367,1558,0.004082,0.54556,2250
500,0.000991,0.16181715370253355,968,0.00189,0.266378594648863,1549,0.002376,0.59962,2258
513,0.006334,0.11525026582437176,966,0.001548,0.27804984797236265,1560,0.004523,0.50116,2287
511,0.004881,0.12175058188744681,1005,0.03579,0.09870788939133658,1541,0.001371,0.68676,2288
523,0.019568,0.08629150947747893,984,0.007966,0.1819569959217331,1577,0.011537,0.34986,2299
532,0.044502,0.06505180923841214,972,0.002811,0.2437300834521658,1548,0.002223,0.63986,2230
527,0.028861,0.07630927785866647,1014,0.06028,0.0728056174696529,1591,0.022435,0.22018,2268
535,0.056514,0.0589208016905911,1002,0.029719,0.10861396516586448,1504,8e-05,0.90518,2286
528,0.031587,0.07395111427328879,1001,0.027857,0.11206137253379161,1553,0.003059,0.59378,2285
520,0.014267,0.09436879441500223,1006,0.038133,0.09554993085534054,1558,0.004082,0.54556,2254
527,0.028861,0.07630927785866647,998,0.02282,0.12284409201506367,1546,0.001944,0.64278,2293
510,0.004268,0.1250908756684736,944,0.00014,0.41804049157208395,1602,0.036068,0.14929,2264
522,0.017592,0.08892693333344363,1008,0.042959,0.08944736102149425,1605,0.040808,0.12226,2282
529,0.034503,0.07164685292425027,991,0.013703,0.15059400098504225,1618,0.066798,0.07304,2295
524,0.02167,0.08371250648363103,1002,0.029719,0.10861396516586448,1597,0.029314,0.18339,2274
519,0.01275,0.09717605160425771,990,0.012741,0.1548546539760021,1510,0.000134,0.88401,2258
509,0.00377,0.1284914524482879,993,0.015952,0.14229463445134527,1570,0.008002,0.40158,2272
528,0.031587,0.07395111427328879,995,0.018428,0.13429188775212894,1610,0.049684,0.09661,2292
508,0.003275,0.1319524201119132,1006,0.038133,0.09554993085534054,1548,0.002223,0.63986,2300
516,0.009099,0.10594756054488935,974,0.003392,0.2327719264074534,1567,0.006766,0.44869,2299
535,0.056514,0.0589208016905911,985,0.008669,0.17725848744970762,1550,0.002533,0.59829,2207
531,0.041003,0.06719778406910008,1007,0.040545,0.09246325633583473,1565,0.006049,0.45153,2287
532,0.044502,0.06505180923841214,968,0.00189,0.266378594648863,1524,0.000406,0.80267,2251
526,0.026259,0.07872188529824783,982,0.00671,0.19156813642141995,1548,0.002223,0.63986,2275
530,0.037632,0.06939593476131409,1012,0.053995,0.07808020250936908,1595,0.026909,0.18542,2227
533,0.048258,0.06295740354060068,984,0.007966,0.1819569959217331,1529,0.000576,0.76786,2211
507,0.002863,0.13547385676804075,943,0.000125,0.4247452836207227,1535,0.000895,0.72837,2247
523,0.019568,0.08629150947747893,1007,0.040545,0.09246325633583473,1575,0.010438,0.35256,2297
527,0.028861,0.07630927785866647,1000,0.026039,0.11558202443498841,1567,0.006766,0.44869,2299
532,0.044502,0.06505180923841214,984,0.007966,0.1819569959217331,1553,0.003059,0.59378,2280
500,0.000991,0.16181715370253355,980,0.005703,0.20146093105263113,1545,0.001831,0.64414,2262
533,0.048258,0.06295740354060068,978,0.004839,0.21163004105402708,1534,0.000821,0.72949,2241
526,0.026259,0.07872188529824783,972,0.002811,0.2437300834521658,1587,0.01874,0.25879,2274
533,0.048258,0.06295740354060068,997,0.02129,0.12658592461451013,1537,0.001032,0.72583,2264
515,0.008088,0.10898906461665049,990,0.012741,0.1548546539760021,1613,0.055648,0.09458,2235
531,0.041003,0.06719778406910008,993,0.015952,0.14229463445134527,1519,0.000276,0.83347,2246
535,0.056514,0.0589208016905911,1010,0.048204,0.08362570274381714,1592,0.023531,0.21899,2284
534,0.052241,0.0609139459038858,996,0.019844,0.1304018254689262,1550,0.002533,0.59829,2233
523,0.019568,0.08629150947747893,957,0.000615,0.3330936531441198,1547,0.002073,0.64148,2284
531,0.041003,0.06719778406910008,1016,0.067128,0.06779621344538382,1592,0.023531,0.21899,2284
526,0.026259,0.07872188529824783,1015,0.063715,0.0702681444955853,1613,0.055648,0.09458,2300
528,0.031587,0.07395111427328879,995,0.018428,0.13429188775212894,1584,0.016284,0.26259,2281
511,0.004881,0.12175058188744681,1004,0.033659,0.10193759807570915,1581,0.014124,0.30552,2278
529,0.034503,0.07164685292425027,977,0.004388,0.21681633205714562,1570,0.008002,0.40158,2262
510,0.004268,0.1250908756684736,980,0.005703,0.20146093105263113,1578,0.012181,0.34839,2259
519,0.01275,0.09717605160425771,956,0.000556,0.33943400101766535,1582,0.014835,0.30422,2299
516,0.009099,0.10594756054488935,981,0.006171,0.19647964118820407,1554,0.00322,0.55197,2211
520,0.014267,0.09436879441500223,992,0.014832,0.14640728029505454,1601,0.034595,0.15017,2278
510,0.004268,0.1250908756684736,997,0.02129,0.12658592461451013,1593,0.0246,0.21777,2285
511,0.004881,0.12175058188744681,1003,0.031643,0.1052394915244936,1606,0.042451,0.12152,2288
535,0.056514,0.0589208016905911,986,0.009392,0.17263202146860682,1538,0.001101,0.72452,2290
532,0.044502,0.06505180923841214,1014,0.06028,0.0728056174696529,1583,0.015542,0.30283,2290
529,0.034503,0.07164685292425027,1009,0.045482,0.08650170261383684,1589,0.020539,0.22261,2276
525,0.02388,0.0811894600154765,989,0.011784,0.1591890450684071,1601,0.034595,0.15017,2293
531,0.041003,0.06719778406910008,984,0.007966,0.1819569959217331,1569,0.007588,0.40304,2281
531,0.041003,0.06719778406910008,981,0.006171,0.19647964118820407,1561,0.004774,0.49948,2288
508,0.003275,0.1319524201119132,1011,0.051058,0.08081874884681862,1544,0.00172,0.64544,2251
510,0.004268,0.1250908756684736,981,0.006171,0.19647964118820407,1566,0.006415,0.4501,2273
528,0.031587,0.07395111427328879,1008,0.042959,0.08944736102149425,1607,0.044143,0.12065,2284
525,0.02388,0.0811894600154765,997,0.02129,0.12658592461451013,1585,0.01703,0.26134,2297
521,0.015881,0.09161922121937276,991,0.013703,0.15059400098504225,1553,0.003059,0.59378,2300
515,0.008088,0.10898906461665049,996,0.019844,0.1304018254689262,1602,0.036068,0.14929,2299
512,0.005586,0.1184704339272214,970,0.002319,0.2549353721501601,1562,0.005052,0.49791,2279
531,0.041003,0.06719778406910008,977,0.004388,0.21681633205714562,1555,0.00341,0.55038,2277
529,0.034503,0.07164685292425027,999,0.024403,0.11917618755716608,1585,0.01703,0.26134,2272
524,0.02167,0.08371250648363103,975,0.00369,0.22738818989218357,1588,0.019605,0.25758,2295
529,0.034503,0.07164685292425027,999,0.024403,0.11917618755716608,1571,0.008412,0.40015,2293
500,0.000991,0.16181715370253355,997,0.02129,0.12658592461451013,1524,0.000406,0.80267,2285
532,0.044502,0.06505180923841214,990,0.012741,0.1548546539760021,1613,0.055648,0.09458,2292
533,0.048258,0.06295740354060068,986,0.009392,0.17263202146860682,1586,0.017872,0.25989,2273
522,0.017592,0.08892693333344363,971,0.002533,0.2493023934405924,1573,0.009359,0.39689,2285
517,0.010187,0.10296509556568055,952,0.000352,0.36516680772409843,1560,0.004523,0.50116,2297
516,0.009099,0.10594756054488935,977,0.004388,0.21681633205714562,1545,0.001831,0.64414,2232
529,0.034503,0.07164685292425027,977,0.004388,0.21681633205714562,1592,0.023531,0.21899,2289
530,0.037632,0.06939593476131409,961,0.000944,0.30815454978779394,1599,0.0319,0.15219,2286
529,0.034503,0.07164685292425027,963,0.001144,0.29596095314786397,1592,0.023531,0.21899,2294
500,0.000991,0.16181715370253355,987,0.010134,0.16807804111208538,1524,0.000406,0.80267,2196
528,0.031587,0.07395111427328879,990,0.012741,0.1548546539760021,1592,0.023531,0.21899,2284
526,0.026259,0.07872188529824783,1013,0.05705,0.07540939284217735,1587,0.01874,0.25879,2294
522,0.017592,0.08892693333344363,1006,0.038133,0.09554993085534054,1580,0.013493,0.30675,2292
533,0.048258,0.06295740354060068,998,0.02282,0.12284409201506367,1588,0.019605,0.25758,2294
524,0.02167,0.08371250648363103,984,0.007966,0.1819569959217331,1580,0.013493,0.30675,2292
522,0.017592,0.08892693333344363,973,0.003098,0.23821956795561378,1600,0.033204,0.15109,2292
531,0.041003,0.06719778406910008,976,0.004013,0.22206934473661805,1593,0.0246,0.21777,2275
520,0.014267,0.09436879441500223,984,0.007966,0.1819569959217331,1557,0.00386,0.54722,2269
529,0.034503,0.07164685292425027,976,0.004013,0.22206934473661805,1499,5e-05,0.9229,2276
521,0.015881,0.09161922121937276,1013,0.05705,0.07540939284217735,1617,0.064436,0.07357,2299
519,0.01275,0.09717605160425771,1009,0.045482,0.08650170261383684,1598,0.030566,0.18239,2285
519,0.01275,0.09717605160425771,963,0.001144,0.29596095314786397,1553,0.003059,0.59378,2260
526,0.026259,0.07872188529824783,967,0.001722,0.2721863629482276,1552,0.002885,0.5952,2274
531,0.041003,0.06719778406910008,993,0.015952,0.14229463445134527,1554,0.00322,0.55197,2226
523,0.019568,0.08629150947747893,962,0.001048,0.30203345299501594,1593,0.0246,0.21777,2295
531,0.041003,0.06719778406910008,986,0.009392,0.17263202146860682,1563,0.005377,0.49641,2266
530,0.037632,0.06939593476131409,1000,0.026039,0.11558202443498841,1565,0.006049,0.45153,2292
532,0.044502,0.06505180923841214,993,0.015952,0.14229463445134527,1578,0.012181,0.34839,2295
500,0.000991,0.16181715370253355,949,0.000264,0.3848066872939196,1572,0.008891,0.39839,2299
527,0.028861,0.07630927785866647,950,0.000294,0.37823128228654707,1538,0.001101,0.72452,2275
531,0.041003,0.06719778406910008,1007,0.040545,0.09246325633583473,1613,0.055648,0.09458,2265
526,0.026259,0.07872188529824783,991,0.013703,0.15059400098504225,1577,0.011537,0.34986,2294
529,0.034503,0.07164685292425027,982,0.00671,0.19156813642141995,1541,0.001371,0.68676,2263
513,0.006334,0.11525026582437176,980,0.005703,0.20146093105263113,1606,0.042451,0.12152,2273
527,0.028861,0.07630927785866647,1008,0.042959,0.08944736102149425,1601,0.034595,0.15017,2297
523,0.019568,0.08629150947747893,986,0.009392,0.17263202146860682,1558,0.004082,0.54556,2240
521,0.015881,0.09161922121937276,997,0.02129,0.12658592461451013,1592,0.023531,0.21899,2294
525,0.02388,0.0811894600154765,990,0.012741,0.1548546539760021,1580,0.013493,0.30675,2299
510,0.004268,0.1250908756684736,991,0.013703,0.15059400098504225,1558,0.004082,0.54556,2295
520,0.014267,0.09436879441500223,991,0.013703,0.15059400098504225,1527,0.000498,0.79927,2279
522,0.017592,0.08892693333344363,1001,0.027857,0.11206137253379161,1568,0.007169,0.44727,2295
535,0.056514,0.0589208016905911,1015,0.063715,0.0702681444955853,1585,0.01703,0.26134,2287
498,0.000707,0.16988549582495266,989,0.011784,0.1591890450684071,1535,0.000895,0.72837,2198
527,0.028861,0.07630927785866647,1011,0.051058,0.08081874884681862,1604,0.039127,0.12314,2291
528,0.031587,0.07395111427328879,1002,0.029719,0.10861396516586448,1580,0.013493,0.30675,2294
524,0.02167,0.08371250648363103,992,0.014832,0.14640728029505454,1587,0.01874,0.25879,2287
531,0.041003,0.06719778406910008,1007,0.040545,0.09246325633583473,1530,0.000623,0.76669,2207
533,0.048258,0.06295740354060068,998,0.02282,0.12284409201506367,1574,0.009869,0.35407,2241
520,0.014267,0.09436879441500223,993,0.015952,0.14229463445134527,1596,0.028082,0.18432,2293
527,0.028861,0.07630927785866647,953,0.00039,0.3586813990073307,1537,0.001032,0.72583,2296
532,0.044502,0.06505180923841214,1010,0.048204,0.08362570274381714,1571,0.008412,0.40015,2285
521,0.015881,0.09161922121937276,981,0.006171,0.19647964118820407,1546,0.001944,0.64278,2298
528,0.031587,0.07395111427328879,992,0.014832,0.14640728029505454,1579,0.012812,0.30817,2296
532,0.044502,0.06505180923841214,991,0.013703,0.15059400098504225,1590,0.021501,0.22131,2267
507,0.002863,0.13547385676804075,951,0.000321,0.37168404174874053,1539,0.00118,0.68915,2231
523,0.019568,0.08629150947747893,987,0.010134,0.16807804111208538,1610,0.049684,0.09661,2297
525,0.02388,0.0811894600154765,982,0.00671,0.19156813642141995,1563,0.005377,0.49641,2285
511,0.004881,0.12175058188744681,967,0.001722,0.2721863629482276,1592,0.023531,0.21899,2289
516,0.009099,0.10594756054488935,985,0.008669,0.17725848744970762,1535,0.000895,0.72837,2272
535,0.056514,0.0589208016905911,943,0.000125,0.4247452836207227,1491,2.6e-05,0.94975,2213
519,0.01275,0.09717605160425771,1005,0.03579,0.09870788939133658,1564,0.005697,0.45301,2231
529,0.034503,0.07164685292425027,1014,0.06028,0.0728056174696529,1589,0.020539,0.22261,2291
483,2.9e-05,0.23777509792005241,995,0.018428,0.13429188775212894,1580,0.013493,0.30675,2287
534,0.052241,0.0609139459038858,992,0.014832,0.14640728029505454,1553,0.003059,0.59378,2220
535,0.056514,0.0589208016905911,1012,0.053995,0.07808020250936908,1582,0.014835,0.30422,2284
520,0.014267,0.09436879441500223,997,0.02129,0.12658592461451013,1567,0.006766,0.44869,2289
524,0.02167,0.08371250648363103,995,0.018428,0.13429188775212894,1573,0.009359,0.39689,2290
526,0.026259,0.07872188529824783,999,0.024403,0.11917618755716608,1549,0.002376,0.59962,2291
523,0.019568,0.08629150947747893,973,0.003098,0.23821956795561378,1538,0.001101,0.72452,2300
528,0.031587,0.07395111427328879,1008,0.042959,0.08944736102149425,1573,0.009359,0.39689,2270
521,0.015881,0.09161922121937276,994,0.017146,0.1382561561189221,1581,0.014124,0.30552,2273
527,0.028861,0.07630927785866647,926,1e-05,0.5394128167825838,1523,0.000381,0.82997,2295
518,0.011439,0.10004136818048001,1015,0.063715,0.0702681444955853,1614,0.057732,0.07535,2248
508,0.003275,0.1319524201119132,967,0.001722,0.2721863629482276,1532,0.000712,0.76421,2284
498,0.000707,0.16988549582495266,983,0.007318,0.186727058016664,1512,0.000161,0.88264,2299
517,0.010187,0.10296509556568055,985,0.008669,0.17725848744970762,1519,0.000276,0.83347,2256
521,0.015881,0.09161922121937276,979,0.005218,0.20651131130799644,1546,0.001944,0.64278,2298
520,0.014267,0.09436879441500223,961,0.000944,0.30815454978779394,1590,0.021501,0.22131,2247
529,0.034503,0.07164685292425027,979,0.005218,0.20651131130799644,1599,0.0319,0.15219,2296
533,0.048258,0.06295740354060068,1004,0.033659,0.10193759807570915,1566,0.006415,0.4501,2258
530,0.037632,0.06939593476131409,948,0.000231,0.3914083937021998,1517,0.000227,0.85809,2264
526,0.026259,0.07872188529824783,964,0.001244,0.2899385501920277,1532,0.000712,0.76421,2267
534,0.052241,0.0609139459038858,975,0.00369,0.22738818989218357,1545,0.001831,0.64414,2217
528,0.031587,0.07395111427328879,962,0.001048,0.30203345299501594,1549,0.002376,0.59962,2268
511,0.004881,0.12175058188744681,959,0.000756,0.3205363547882977,1571,0.008412,0.40015,2258
526,0.026259,0.07872188529824783,978,0.004839,0.21163004105402708,1545,0.001831,0.64414,2282
533,0.048258,0.06295740354060068,992,0.014832,0.14640728029505454,1553,0.003059,0.59378,2270
529,0.034503,0.07164685292425027,997,0.02129,0.12658592461451013,1570,0.008002,0.40158,2293
522,0.017592,0.08892693333344363,1000,0.026039,0.11558202443498841,1603,0.037519,0.14832,2294
534,0.052241,0.0609139459038858,994,0.017146,0.1382561561189221,1589,0.020539,0.22261,2211
516,0.009099,0.10594756054488935,999,0.024403,0.11917618755716608,1611,0.051602,0.09602,2288
523,0.019568,0.08629150947747893,994,0.017146,0.1382561561189221,1521,0.000318,0.83168,2298
525,0.02388,0.0811894600154765,964,0.001244,0.2899385501920277,1614,0.057732,0.07535,2266
530,0.037632,0.06939593476131409,965,0.001382,0.28396770626223383,1542,0.001472,0.68557,2284
528,0.031587,0.07395111427328879,1003,0.031643,0.1052394915244936,1540,0.001266,0.68798,2222
511,0.004881,0.12175058188744681,979,0.005218,0.20651131130799644,1592,0.023531,0.21899,2296
530,0.037632,0.06939593476131409,999,0.024403,0.11917618755716608,1553,0.003059,0.59378,2275
525,0.02388,0.0811894600154765,1010,0.048204,0.08362570274381714,1577,0.011537,0.34986,2279
534,0.052241,0.0609139459038858,1005,0.03579,0.09870788939133658,1584,0.016284,0.26259,2251
521,0.015881,0.09161922121937276,981,0.006171,0.19647964118820407,1572,0.008891,0.39839,2254
529,0.034503,0.07164685292425027,990,0.012741,0.1548546539760021,1606,0.042451,0.12152,2298
529,0.034503,0.07164685292425027,1001,0.027857,0.11206137253379161,1533,0.000768,0.76307,2295
518,0.011439,0.10004136818048001,980,0.005703,0.20146093105263113,1570,0.008002,0.40158,2292
528,0.031587,0.07395111427328879,1006,0.038133,0.09554993085534054,1584,0.016284,0.26259,2281
513,0.006334,0.11525026582437176,975,0.00369,0.22738818989218357,1555,0.00341,0.55038,2297
529,0.034503,0.07164685292425027,1014,0.06028,0.0728056174696529,1591,0.022435,0.22018,2298
